,sex,row_number,liters_drunk,drink,check_number,label,age_child,age_adult,age_old,morning,day,evening
25,0,13.0,0.0,1,1521,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
26,1,25.0,1.0,0,8469,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
27,0,42.0,0.0,0,5697,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
28,0,46.0,3.0,1,4057,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
29,0,91.0,2.5,1,5479,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
30,1,93.0,5.0,0,2144,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
31,1,37.0,2.0,0,7801,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
32,0,94.0,2.0,0,9378,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
33,0,37.0,3.0,0,7731,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
34,0,9.0,5.0,1,756,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
35,0,29.0,1.0,1,6764,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
36,0,9.0,2.0,0,9530,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
37,0,52.0,5.0,1,3779,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
38,0,61.0,2.0,0,3134,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
39,0,93.0,2.5,1,982,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
40,1,78.0,4.0,1,5014,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
41,0,66.0,2.0,0,8258,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,0,63.0,3.0,0,1797,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
43,0,59.0,2.5,1,7424,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
44,1,59.0,4.0,1,3628,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
45,0,28.0,0.0,0,9792,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
46,0,39.0,3.0,0,1212,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
47,1,8.0,5.0,1,5082,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
48,0,20.0,3.0,1,1505,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
49,0,18.0,3.0,1,4850,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
50,1,88.0,4.0,0,5642,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
51,0,69.0,4.0,0,4934,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
52,1,49.0,1.0,1,2985,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
53,0,95.0,1.0,0,8356,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
54,0,79.0,3.0,0,1284,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
55,1,64.0,1.0,0,2248,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
56,0,92.0,0.0,0,2625,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
57,1,25.0,1.0,0,2374,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
58,1,100.0,2.5,1,9585,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
59,1,100.0,5.0,1,4736,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
60,0,65.0,4.0,0,4665,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
61,1,83.0,3.0,1,3944,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
62,1,47.0,1.0,0,5570,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
63,0,25.0,2.5,1,5719,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
64,1,4.0,0.0,0,7312,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
65,1,21.0,0.0,0,753,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
66,0,40.0,2.0,0,8362,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
67,1,64.0,2.0,1,4508,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
68,1,57.0,4.0,1,8507,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
69,0,34.0,4.0,1,7522,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
70,1,16.0,3.0,1,4868,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
71,0,44.0,1.0,0,3233,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
72,1,51.0,1.0,0,6422,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
73,1,51.0,4.0,1,2632,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,1,100.0,5.0,0,7083,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
75,0,31.0,3.0,1,5636,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
76,0,34.0,2.0,0,9412,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
77,1,67.0,5.0,1,2147,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
78,1,100.0,0.0,0,6401,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
79,1,4.0,3.0,0,5653,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
80,0,40.0,3.0,0,1252,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
81,0,8.0,5.0,1,445,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
82,0,78.0,0.0,1,8451,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
83,1,6.0,5.0,1,7572,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
84,0,11.0,0.0,1,130,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
85,1,63.0,0.0,1,160,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
86,0,30.0,1.0,0,3797,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
87,1,49.0,2.0,0,1269,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
88,0,27.0,4.0,1,3423,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
89,0,75.0,2.5,0,6749,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
90,0,60.0,1.0,1,5203,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
91,0,84.0,0.0,1,5870,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
92,0,9.0,1.0,0,8349,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
93,0,85.0,1.0,0,6244,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
94,0,100.0,2.0,1,6570,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
95,0,19.0,0.0,0,1559,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
96,1,16.0,2.0,1,8319,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
97,1,18.0,0.0,1,3102,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
98,1,13.0,2.0,0,1732,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
99,0,84.0,2.0,0,2557,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
100,1,39.0,1.0,0,4695,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
101,0,1.0,1.0,0,6484,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
102,0,7.0,4.0,1,2309,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
103,1,50.0,1.0,0,6579,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
104,0,29.0,2.0,0,3065,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
105,1,100.0,2.0,1,9362,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
106,1,5.0,0.0,0,9567,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
107,1,100.0,0.0,0,247,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
108,0,16.0,1.0,0,8945,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
109,0,59.0,1.0,1,7891,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
110,0,53.0,1.0,1,4394,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
111,1,37.0,2.5,1,688,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
112,0,69.0,2.0,1,9261,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
113,1,62.0,1.0,1,969,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
114,0,3.0,3.0,0,115,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
115,0,83.0,2.0,1,1636,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
116,0,34.0,4.0,0,9141,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
117,0,3.0,1.0,0,3500,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
118,1,64.0,4.0,1,1875,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
119,1,1.0,5.0,0,951,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
120,1,100.0,0.0,0,3070,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
121,0,74.0,2.5,0,9223,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
122,1,77.0,5.0,0,6038,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
123,1,42.0,1.0,0,7671,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
124,1,37.0,1.0,1,4487,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
125,1,16.0,3.0,1,3619,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
126,0,70.0,2.0,0,3000,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
127,1,40.0,2.0,1,1374,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
128,0,54.0,2.0,0,4288,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
129,1,100.0,2.0,0,3904,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
130,0,100.0,0.0,0,4720,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
131,1,55.0,1.0,0,9029,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
132,0,31.0,3.0,0,1525,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
133,1,10.0,4.0,0,2155,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
134,1,1.0,4.0,0,5207,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
135,1,38.0,4.0,1,442,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
136,1,77.0,2.0,0,9867,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
137,0,70.0,1.0,1,7897,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
138,1,9.0,0.0,0,5599,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
139,0,31.0,3.0,0,1339,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
140,0,8.0,2.0,0,3275,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
141,1,6.0,2.0,1,3990,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
142,0,7.0,5.0,0,6745,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
143,1,44.0,2.0,0,9913,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
144,1,75.0,1.0,1,1616,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
145,0,49.0,1.0,1,6670,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
146,0,6.0,0.0,0,1417,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
147,1,20.0,4.0,1,9620,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
148,1,19.0,1.0,1,7452,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
149,0,43.0,0.0,1,3509,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
150,0,100.0,0.0,1,5399,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
151,1,19.0,3.0,1,9577,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
152,0,9.0,1.0,0,8487,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
153,1,73.0,3.0,1,320,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
154,1,64.0,0.0,0,415,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
155,0,24.0,1.0,1,3366,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
156,1,39.0,2.0,0,9460,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
157,0,74.0,3.0,0,7303,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
158,0,85.0,3.0,1,5283,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
159,1,92.0,0.0,1,7259,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
160,0,28.0,5.0,0,5379,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
161,0,98.0,4.0,0,4162,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
162,1,64.0,0.0,0,8476,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
163,0,33.0,3.0,1,2258,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
164,1,46.0,0.0,1,6936,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
165,0,74.0,4.0,0,3257,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
166,1,30.0,0.0,1,3539,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
167,0,70.0,0.0,0,6510,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
168,0,28.0,1.0,1,8863,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
169,1,100.0,4.0,1,4453,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
170,0,0.0,5.0,0,3722,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
171,1,57.0,4.0,0,4446,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
172,1,25.0,2.0,0,8918,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
173,0,8.0,1.0,0,2974,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
174,0,52.0,1.0,0,7476,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
175,1,22.0,3.0,1,667,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
176,1,47.0,0.0,0,3508,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
177,1,45.0,4.0,0,4820,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
178,1,71.0,4.0,1,9420,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
179,0,22.0,0.0,0,7627,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
180,1,2.0,4.0,1,7575,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
181,0,80.0,2.0,1,7525,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
182,1,76.0,4.0,1,3101,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
183,1,60.0,2.0,0,2512,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
184,1,41.0,1.0,0,3111,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
185,0,20.0,3.0,0,3960,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
186,0,2.0,3.0,1,4466,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
187,1,75.0,2.0,1,8521,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
188,1,100.0,5.0,0,5628,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
189,1,22.0,1.0,0,5484,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
190,0,86.0,3.0,1,1712,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
191,1,38.0,2.0,1,9359,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
192,0,19.0,2.0,1,2798,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
193,1,58.0,3.0,0,539,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
194,1,96.0,1.0,1,5079,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
195,0,88.0,3.0,0,75,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
196,1,62.0,3.0,1,6804,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
197,0,31.0,2.0,1,4500,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
198,0,99.0,4.0,1,1185,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
199,0,23.0,4.0,0,3465,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
200,1,52.0,2.5,1,1399,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
201,0,96.0,4.0,0,1278,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
202,1,65.0,3.0,0,4603,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
203,1,12.0,1.0,1,2680,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
204,1,7.0,0.0,1,5714,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
205,1,44.0,2.0,1,6973,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
206,1,56.0,1.0,0,1684,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
207,0,91.0,3.0,1,5116,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
208,1,13.0,3.0,0,8989,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
209,1,56.0,0.0,1,8397,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
210,1,90.0,4.0,1,4474,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
211,1,28.0,2.0,0,875,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
212,0,20.0,0.0,1,8417,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
213,1,32.0,1.0,0,1806,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
214,1,82.0,5.0,1,786,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
215,0,19.0,1.0,0,1119,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
216,1,19.0,4.0,1,2701,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
217,1,89.0,0.0,0,8222,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
218,1,63.0,1.0,1,536,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
219,1,23.0,3.0,0,4024,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
220,0,15.0,3.0,0,1671,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
221,0,28.0,2.5,1,1164,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
222,1,39.0,0.0,0,208,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
223,0,79.0,1.0,1,8060,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
224,1,87.0,3.0,0,9258,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
225,1,34.0,1.0,0,8310,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
226,0,71.0,4.0,0,9072,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
227,0,89.0,1.0,0,202,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
228,0,100.0,4.0,1,5385,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
229,1,69.0,2.0,0,8087,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
230,1,23.0,1.0,0,3435,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
231,0,3.0,3.0,0,2841,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
232,0,72.0,2.5,1,3986,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
233,0,46.0,2.0,0,4729,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
234,1,42.0,0.0,0,8717,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
235,0,36.0,0.0,0,976,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
236,1,91.0,5.0,0,4502,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
237,1,9.0,2.0,0,4337,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
238,1,36.0,1.0,1,9574,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
239,1,8.0,2.0,1,2059,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
240,1,72.0,2.0,0,2012,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
241,0,59.0,4.0,1,9333,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
242,1,73.0,5.0,1,7042,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
243,0,66.0,3.0,0,8664,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
244,0,9.0,5.0,0,259,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
245,1,69.0,3.0,0,585,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
246,0,32.0,0.0,1,9244,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
247,1,83.0,2.0,0,1030,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
248,0,53.0,4.0,1,6997,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
249,1,88.0,1.0,0,6589,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
250,1,100.0,3.0,1,6335,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
251,1,56.0,0.0,0,4251,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
252,1,26.0,2.0,1,3847,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
253,1,97.0,5.0,1,8105,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
254,1,83.0,5.0,1,4790,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
255,1,63.0,3.0,0,2490,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
256,1,97.0,4.0,0,1193,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
257,0,22.0,3.0,0,3464,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
258,0,18.0,4.0,1,5844,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
259,1,97.0,3.0,0,6811,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
260,0,57.0,1.0,0,9104,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
261,0,18.0,0.0,0,4623,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
262,0,63.0,4.0,1,4717,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
263,1,46.0,4.0,0,8493,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
264,1,77.0,5.0,0,7988,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
265,1,37.0,5.0,0,4116,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
266,0,29.0,2.0,0,8763,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
267,1,61.0,4.0,1,2043,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
268,1,92.0,2.5,0,6545,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
269,1,50.0,4.0,0,2635,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
270,0,8.0,0.0,0,2677,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
271,0,10.0,4.0,1,6972,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
272,1,97.0,2.0,0,5590,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
273,0,16.0,5.0,1,6102,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
274,0,74.0,3.0,0,4884,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
275,0,14.0,2.5,0,230,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
276,0,55.0,4.0,0,477,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
277,0,40.0,5.0,0,8225,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
278,0,28.0,0.0,1,9222,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
279,1,55.0,3.0,0,120,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
280,1,29.0,2.0,1,5176,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
281,0,48.0,3.0,1,5101,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
282,0,46.0,1.0,1,1780,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
283,1,61.0,1.0,0,3300,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
